what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1428201403662
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1428201403663
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1428201403664
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1428201403664
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1428201403665
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1428201403672
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1428201403675
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1428201403676
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1428201403678
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1428201403681
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1428201403685
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1428201403688
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1428201403690
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1428201403694
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1428201403696
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1428201403704
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1428201403710
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1428201403712
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1428201403719
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1428201403721
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1428201403722
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1428201403728
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1428201403734
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1428201403735
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1428201403736
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1428201403742
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1428201403743
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1428201403745
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1428201403751
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1428201403751
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1428201403755
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1428201403756
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1428201403759
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1428201403761
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1428201403762
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1428201403763
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1428201403783
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1428201403786
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1428201403786
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1428201403787
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1428201403788
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1428201403792
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1428201403792
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1428201403795
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1428201403795
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1428201403803
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1428201403811
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1428201403816
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1428201403826
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1428201403827
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1428201403835
os,sysinfo,,,"linux",1428201403844
arch,sysinfo,,,"x86_64",1428201403844
ws,sysinfo,,,"gtk",1428201403844
locale,sysinfo,,,"en_US",1428201403844
processors,sysinfo,,,"1",1428201403844
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1428201403844
java.runtime.version,sysinfo,,,"1.7.0_75-b13",1428201403844
java.specification.name,sysinfo,,,"Java Platform API Specification",1428201403844
java.specification.vendor,sysinfo,,,"Oracle Corporation",1428201403844
java.specification.version,sysinfo,,,"1.7",1428201403844
java.vendor,sysinfo,,,"Oracle Corporation",1428201403844
java.version,sysinfo,,,"1.7.0_75",1428201403844
java.vm.info,sysinfo,,,"mixed mode",1428201403844
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1428201403844
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1428201403844
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1428201403844
java.vm.specification.version,sysinfo,,,"1.7",1428201403844
java.vm.vendor,sysinfo,,,"Oracle Corporation",1428201403844
java.vm.version,sysinfo,,,"24.75-b04",1428201403844
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1428201404141
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1428201404147
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1428201404551
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1428201404559
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1428201404572
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1428201404574
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1428201404600
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1428201404628
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1428201404634
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1428201404672
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1428201404734
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1428201404740
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1428201404755
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428201689592
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1428201689601
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1428201689610
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1428201689659
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1428201689663
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1428201689672
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1428201689688
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1428201689695
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1428201722099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428201735541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428202790027
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428202794275
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1428202804604
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1428202804624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428202808033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428202814857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428202820514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428202945278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428202948443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428202993038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428202995977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203001588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203007824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203016658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203024531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203027937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203034353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428203037071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203042932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203045266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203047380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203051723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203052337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203096522
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1428203103757
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1428203103762
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1428203103787
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1428203103788
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1428203109842
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1428203109938
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1428203110510
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1428203110516
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1428203110700
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1428203110706
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1428203110742
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1428203110767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203111513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203117619
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1428203118566
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1428203118979
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1428203118985
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1428203120077
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1428203126696
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1428203126714
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1428203127000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203144265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203145987
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1428203147197
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1428203147548
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1428203149659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428203149855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1428203155897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203157681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203158869
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428203168501
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1428203172038
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428203187673
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1428203195959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428203224711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203228713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203258751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203261598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203322297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203322775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203323653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203326828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203351090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428203354112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428203355927
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1428203361963
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1428203361986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203365218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203380951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203389175
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1428203389367
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1428203389385
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1428203395020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203395141
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1428203395742
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1428203396192
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428203397914
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1428203398066
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1428203398164
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1428203398169
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1428203398177
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1428203398251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203402762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203413501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428203420301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203423620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203562582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203567238
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1428203574803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203574926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203576890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203603744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1428203607959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428203613068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203615286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203617826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203622604
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1428203625142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203625275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203628864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203632713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428203659162
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1428203667916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1428203690612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203836700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428203898681
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1428203933627
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1428203971561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1428203977436
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1428203982472
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1428203982718
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1428203983502
closed,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1428203983523
started,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1428203983554
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1428203983563
